ID	ORF	GenBank	CLONE_ID	SPOT_ID
RP11-91A18.4			RP11-91A18.4	
RP11-91G21.1			RP11-91G21.1	
RP11-91I11.1			RP11-91I11.1	
RP11-91I20.2			RP11-91I20.2	
RP11-91I20.3			RP11-91I20.3	
RP11-91I20.4			RP11-91I20.4	
RP11-91I8.1			RP11-91I8.1	
RP11-91I8.2			RP11-91I8.2	
RP11-91I8.3			RP11-91I8.3	
RP11-91J19.2			RP11-91J19.2	
RP11-91J19.3			RP11-91J19.3	
RP11-91J3.1			RP11-91J3.1	
RP11-91J3.2			RP11-91J3.2	
RP11-91J3.3			RP11-91J3.3	
RP11-91K11.2			RP11-91K11.2	
RP11-91K8.4			RP11-91K8.4	
RP11-91K9.1			RP11-91K9.1	
RP1-191L6.2			RP1-191L6.2	
RP11-91P17.1			RP11-91P17.1	
RP11-91P24.1			RP11-91P24.1	
RP11-91P24.6			RP11-91P24.6	
RP11-923I11.3			RP11-923I11.3	
RP11-923I11.4			RP11-923I11.4	
RP11-925D8.1			RP11-925D8.1	
RP11-925D8.5			RP11-925D8.5	
RP11-925D8.6			RP11-925D8.6	
RP11-927P21.2			RP11-927P21.2	
RP11-927P21.5			RP11-927P21.5	
RP11-927P21.6			RP11-927P21.6	
RP11-928F19.3			RP11-928F19.3	
RP11-92A5.2			RP11-92A5.2	
RP11-92B11.4			RP11-92B11.4	
RP11-92C4.3			RP11-92C4.3	
RP11-92C4.6			RP11-92C4.6	
RP11-92F20.1			RP11-92F20.1	
RP11-92G12.3			RP11-92G12.3	
RP11-92G19.2			RP11-92G19.2	
RP11-92J19.3			RP11-92J19.3	
RP11-92K15.1			RP11-92K15.1	
RP11-92K2.2			RP11-92K2.2	
RP1-192P9.1			RP1-192P9.1	
RP11-930O11.2			RP11-930O11.2	
RP11-930O11.3			RP11-930O11.3	
RP11-930P14.1			RP11-930P14.1	
RP11-930P14.2			RP11-930P14.2	
RP11-932A10.1			RP11-932A10.1	
RP11-932O9.10			RP11-932O9.10	
RP11-932O9.4			RP11-932O9.4	
RP11-932O9.7			RP11-932O9.7	
RP11-932O9.8			RP11-932O9.8	
RP11-933H2.4			RP11-933H2.4	
RP11-934B9.3			RP11-934B9.3	
RP11-936I5.1			RP11-936I5.1	
RP11-93B14.10			RP11-93B14.10	
RP11-93B14.4			RP11-93B14.4	
RP11-93B14.6			RP11-93B14.6	
RP11-93B14.9			RP11-93B14.9	
RP11-93G23.2			RP11-93G23.2	
RP11-93G5.1			RP11-93G5.1	
RP11-93H10.1			RP11-93H10.1	
RP11-93H12.3			RP11-93H12.3	
RP11-93H12.4			RP11-93H12.4	
RP1-193H18.3			RP1-193H18.3	
RP11-93H24.3			RP11-93H24.3	
RP11-93I21.2			RP11-93I21.2	
RP11-93I21.3			RP11-93I21.3	
RP11-93K22.1			RP11-93K22.1	
RP11-93K22.13			RP11-93K22.13	
RP11-93K22.6			RP11-93K22.6	
RP11-93K22.7			RP11-93K22.7	
RP11-93K7.1			RP11-93K7.1	
RP11-93L14.1			RP11-93L14.1	
RP11-93N20.1			RP11-93N20.1	
RP11-93O14.2			RP11-93O14.2	
RP11-93O14.3			RP11-93O14.3	
RP11-93O17.2			RP11-93O17.2	
RP11-93P10.3			RP11-93P10.3	
RP11-941H19.1			RP11-941H19.1	
RP11-941H19.2			RP11-941H19.2	
RP11-944C7.1			RP11-944C7.1	
RP11-944L7.4			RP11-944L7.4	
RP11-944L7.5			RP11-944L7.5	
RP11-945A11.1			RP11-945A11.1	
RP11-945A11.2			RP11-945A11.2	
RP11-945C19.4			RP11-945C19.4	
RP11-945F5.1			RP11-945F5.1	
RP11-946L20.1			RP11-946L20.1	
RP11-946L20.2			RP11-946L20.2	
RP11-946L20.4			RP11-946L20.4	
RP11-946P6.4			RP11-946P6.4	
RP11-946P6.6			RP11-946P6.6	
RP11-94A24.1			RP11-94A24.1	
RP11-94B19.1			RP11-94B19.1	
RP11-94B19.2			RP11-94B19.2	
RP11-94B19.3			RP11-94B19.3	
RP11-94B19.4			RP11-94B19.4	
RP11-94B19.6			RP11-94B19.6	
RP11-94C24.6			RP11-94C24.6	
RP11-94C24.8			RP11-94C24.8	
RP11-94D20.1			RP11-94D20.1	
RP11-94H18.1			RP11-94H18.1	
RP11-94H18.2			RP11-94H18.2	
RP11-94H6.1			RP11-94H6.1	
RP11-94I2.4			RP11-94I2.4	
RP11-94M14.2			RP11-94M14.2	
RP11-94M14.3			RP11-94M14.3	
RP11-94P11.4			RP11-94P11.4	
RP11-950C14.3			RP11-950C14.3	
RP11-950C14.7			RP11-950C14.7	
RP11-950K24.2			RP11-950K24.2	
RP11-953B20.1			RP11-953B20.1	
RP11-953B20.2			RP11-953B20.2	
RP11-955H22.1			RP11-955H22.1	
RP11-955H22.2			RP11-955H22.2	
RP11-955H22.3			RP11-955H22.3	
RP11-955H22.4			RP11-955H22.4	
RP11-956A19.1			RP11-956A19.1	
RP11-956J14.2			RP11-956J14.2	
RP11-958F21.1			RP11-958F21.1	
RP11-958F21.3			RP11-958F21.3	
RP11-958J22.1			RP11-958J22.1	
RP11-958J22.2			RP11-958J22.2	
RP11-958J22.3			RP11-958J22.3	
RP11-959F10.4			RP11-959F10.4	
RP11-959F10.5			RP11-959F10.5	
RP11-959F10.6			RP11-959F10.6	
RP11-959I15.1			RP11-959I15.1	
RP11-959I15.4			RP11-959I15.4	
RP11-95D17.1			RP11-95D17.1	
RP11-95G17.2			RP11-95G17.2	
RP11-95G6.1			RP11-95G6.1	
RP11-95H11.1			RP11-95H11.1	
RP11-95H3.1			RP11-95H3.1	
RP11-95I16.2			RP11-95I16.2	
RP11-95I16.4			RP11-95I16.4	
RP11-95I16.6			RP11-95I16.6	
RP11-95L3.2			RP11-95L3.2	
RP11-95M15.1			RP11-95M15.1	
RP11-95M15.2			RP11-95M15.2	
RP11-95M5.1			RP11-95M5.1	
RP11-95O2.1			RP11-95O2.1	
RP11-95O2.5			RP11-95O2.5	
RP11-95P13.1			RP11-95P13.1	
RP11-95P13.2			RP11-95P13.2	
RP11-95P2.3			RP11-95P2.3	
RP11-95P2.4			RP11-95P2.4	
RP11-95P9.1			RP11-95P9.1	
RP11-960B9.2			RP11-960B9.2	
RP11-960H2.2			RP11-960H2.2	
RP11-960L18.1			RP11-960L18.1	
RP11-963H1.1			RP11-963H1.1	
RP11-963H4.2			RP11-963H4.2	
RP11-963H4.3			RP11-963H4.3	
RP11-963H4.6			RP11-963H4.6	
RP11-964E11.2			RP11-964E11.2	
RP11-966I7.2			RP11-966I7.2	
RP11-966I7.3			RP11-966I7.3	
RP11-966I7.4			RP11-966I7.4	
RP11-967K21.1			RP11-967K21.1	
RP11-968A15.2			RP11-968A15.2	
RP11-968O1.5			RP11-968O1.5	
RP11-96A1.5			RP11-96A1.5	
RP11-96A15.1			RP11-96A15.1	
RP11-96B2.1			RP11-96B2.1	
RP11-96B5.3			RP11-96B5.3	
RP11-96B5.4			RP11-96B5.4	
RP11-96C21.1			RP11-96C21.1	
RP11-96C21.2			RP11-96C21.2	
RP11-96C23.10			RP11-96C23.10	
RP11-96C23.11			RP11-96C23.11	
RP11-96C23.12			RP11-96C23.12	
RP11-96C23.13			RP11-96C23.13	
RP11-96C23.14			RP11-96C23.14	
RP11-96C23.9			RP11-96C23.9	
RP11-96D1.10			RP11-96D1.10	
RP11-96D1.11			RP11-96D1.11	
RP11-96D1.3			RP11-96D1.3	
RP11-96D1.7			RP11-96D1.7	
RP11-96D1.9			RP11-96D1.9	
RP11-96D24.1			RP11-96D24.1	
RP11-96F8.1			RP11-96F8.1	
RP11-96G10.1			RP11-96G10.1	
RP11-96H17.1			RP11-96H17.1	
RP11-96H17.3			RP11-96H17.3	
RP11-96H19.1			RP11-96H19.1	
RP11-96J19.1			RP11-96J19.1	
RP11-96J19.4			RP11-96J19.4	
RP11-96K14.1			RP11-96K14.1	
RP11-96K19.2			RP11-96K19.2	
RP11-96K19.4			RP11-96K19.4	
RP11-96K19.5			RP11-96K19.5	
RP11-96L14.7			RP11-96L14.7	
RP11-96O20.2			RP11-96O20.2	
RP11-96O20.4			RP11-96O20.4	
RP11-96O20.5			RP11-96O20.5	
RP11-96P7.1			RP11-96P7.1	
RP11-972K6.1			RP11-972K6.1	
RP11-972L6.2			RP11-972L6.2	
RP11-972P1.10			RP11-972P1.10	
RP11-972P1.11			RP11-972P1.11	
RP11-972P1.7			RP11-972P1.7	
RP11-973D8.5			RP11-973D8.5	
RP11-973H7.1			RP11-973H7.1	
RP11-973H7.3			RP11-973H7.3	
RP11-973H7.4			RP11-973H7.4	
RP11-973H7.5			RP11-973H7.5	
RP11-973N13.2			RP11-973N13.2	
RP11-973N13.3			RP11-973N13.3	
RP11-973N13.4			RP11-973N13.4	
RP11-973N13.5			RP11-973N13.5	
RP11-976B16.1			RP11-976B16.1	
RP11-977B10.2			RP11-977B10.2	
RP11-977G19.10			RP11-977G19.10	
RP11-977G19.11			RP11-977G19.11	
RP11-977G19.5			RP11-977G19.5	
RP11-977P2.1			RP11-977P2.1	
RP11-978I15.10			RP11-978I15.10	
RP1-197B17.3			RP1-197B17.3	
RP1-197B17.4			RP1-197B17.4	
RP1-197B17.5			RP1-197B17.5	
RP1-197B17.7			RP1-197B17.7	
RP11-97C16.1			RP11-97C16.1	
RP11-97C18.1			RP11-97C18.1	
RP11-97E7.1			RP11-97E7.1	
RP11-97E7.2			RP11-97E7.2	
RP1-197J16.1			RP1-197J16.1	
RP11-97N10.1			RP11-97N10.1	
RP11-97N19.2			RP11-97N19.2	
RP11-97O12.3			RP11-97O12.3	
RP11-97O12.6			RP11-97O12.6	
RP11-97O12.7			RP11-97O12.7	
RP11-981G7.1			RP11-981G7.1	
RP11-981G7.2			RP11-981G7.2	
RP11-981G7.3			RP11-981G7.3	
RP11-981G7.6			RP11-981G7.6	
RP11-981P6.1			RP11-981P6.1	
RP11-982M15.2			RP11-982M15.2	
RP11-982M15.5			RP11-982M15.5	
RP11-982M15.6			RP11-982M15.6	
RP11-982M15.8			RP11-982M15.8	
RP11-983C2.1			RP11-983C2.1	
RP11-983C2.2			RP11-983C2.2	
RP11-983G14.1			RP11-983G14.1	
RP11-983G14.3			RP11-983G14.3	
RP11-983P16.2			RP11-983P16.2	
RP11-983P16.4			RP11-983P16.4	
RP11-989E6.1			RP11-989E6.1	
RP11-989E6.10			RP11-989E6.10	
RP11-989E6.13			RP11-989E6.13	
RP11-989E6.3			RP11-989E6.3	
RP11-989F5.1			RP11-989F5.1	
RP11-989F5.4			RP11-989F5.4	
RP11-98D18.1			RP11-98D18.1	
RP11-98D18.15			RP11-98D18.15	
RP11-98D18.16			RP11-98D18.16	
RP11-98D18.17			RP11-98D18.17	
RP11-98D18.3			RP11-98D18.3	
RP11-98D18.7			RP11-98D18.7	
RP11-98D18.9			RP11-98D18.9	
RP11-98E6.1			RP11-98E6.1	
RP11-98F14.11			RP11-98F14.11	
RP11-98G13.1			RP11-98G13.1	
RP11-98G7.1			RP11-98G7.1	
RP11-98H4.1			RP11-98H4.1	
RP11-98I9.4			RP11-98I9.4	
RP11-98J9.1			RP11-98J9.1	
RP11-98J9.2			RP11-98J9.2	
RP11-98J9.3			RP11-98J9.3	
RP1-198K11.5			RP1-198K11.5	
RP11-98L12.2			RP11-98L12.2	
RP11-98L5.4			RP11-98L5.4	
RP11-98L5.5			RP11-98L5.5	
RP11-98N22.6			RP11-98N22.6	
RP11-98O2.1			RP11-98O2.1	
RP11-991C1.1			RP11-991C1.1	
RP11-991C1.2			RP11-991C1.2	
RP11-993B23.3			RP11-993B23.3	
RP11-996F15.2			RP11-996F15.2	
RP11-996F15.4			RP11-996F15.4	
RP11-996F15.5			RP11-996F15.5	
RP11-998D10.1			RP11-998D10.1	
RP11-998D10.4			RP11-998D10.4	
RP11-99A1.2			RP11-99A1.2	
RP11-99A14.1			RP11-99A14.1	
RP11-99C10.1			RP11-99C10.1	
RP11-99E15.2			RP11-99E15.2	
RP11-99E15.3			RP11-99E15.3	
RP1-199H16.6			RP1-199H16.6	
RP11-99H20.1			RP11-99H20.1	
RP11-99H8.1			RP11-99H8.1	
RP11-99J16__A.2			RP11-99J16__A.2	
RP1-199J3.5			RP1-199J3.5	
RP1-199J3.6			RP1-199J3.6	
RP1-199J3.7			RP1-199J3.7	
RP11-99L13.1			RP11-99L13.1	
RP11-99L13.2			RP11-99L13.2	
RP11-9B6.1			RP11-9B6.1	
RP11-9D8.1			RP11-9D8.1	
RP11-9E13.4			RP11-9E13.4	
RP11-9E17.1			RP11-9E17.1	
RP11-9G1.3			RP11-9G1.3	
RP11-9G10.1			RP11-9G10.1	
RP11-9L18.2			RP11-9L18.2	
RP11-9M16.2			RP11-9M16.2	
RP11-9M16.3			RP11-9M16.3	
RP1-19N1.1			RP1-19N1.1	
RP11-9N12.2			RP11-9N12.2	
RP11-9N12.3			RP11-9N12.3	
RP1-200K18.1			RP1-200K18.1	
RP1-202I21.3			RP1-202I21.3	
RP1-202O8.3			RP1-202O8.3	
RP1-203C2.2			RP1-203C2.2	
RP1-203C2.4			RP1-203C2.4	
RP1-203P18.1			RP1-203P18.1	
RP1-205F14P.1			RP1-205F14P.1	
RP1-207H1.2			RP1-207H1.2	
RP1-207H1.3			RP1-207H1.3	
RP1-209A6.1			RP1-209A6.1	
RP1-209B5.2			RP1-209B5.2	
RP1-20B11.2			RP1-20B11.2	
RP1-20C7.6			RP1-20C7.6	
RP1-20I3.3			RP1-20I3.3	
RP1-20N18.4			RP1-20N18.4	
RP1-20N2.7			RP1-20N2.7	
RP1-20N2.8			RP1-20N2.8	
RP1-212G6.4			RP1-212G6.4	
RP1-212P9.3			RP1-212P9.3	
RP1-213J1P__B.1			RP1-213J1P__B.1	
RP1-215K18.4			RP1-215K18.4	
RP1-217P22.2			RP1-217P22.2	
RP1-21O18.3			RP1-21O18.3	
RP1-223B1.1			RP1-223B1.1	
RP1-223D17.1			RP1-223D17.1	
RP1-223E5.4			RP1-223E5.4	
RP1-224A6.3			RP1-224A6.3	
RP1-224A6.8			RP1-224A6.8	
RP1-224A6.9			RP1-224A6.9	
RP1-225E12.2			RP1-225E12.2	
RP1-225E12.3			RP1-225E12.3	
RP1-225L15.1			RP1-225L15.1	
RP1-228H13.1			RP1-228H13.1	
RP1-228H13.2			RP1-228H13.2	
RP1-228H13.5			RP1-228H13.5	
RP1-228P16.1			RP1-228P16.1	
RP1-228P16.4			RP1-228P16.4	
RP1-228P16.5			RP1-228P16.5	
RP1-228P16.7			RP1-228P16.7	
RP1-228P16.8			RP1-228P16.8	
RP1-229K20.5			RP1-229K20.5	
RP1-229K20.8			RP1-229K20.8	
RP1-229K20.9			RP1-229K20.9	
RP1-22N22.1			RP1-22N22.1	
RP1-230L10.1			RP1-230L10.1	
RP1-232L22__A.1			RP1-232L22__A.1	
RP1-232L22__B.1			RP1-232L22__B.1	
RP1-232L24.2			RP1-232L24.2	
RP1-232L24.3			RP1-232L24.3	
RP1-232L24.4			RP1-232L24.4	
RP1-232N11.2			RP1-232N11.2	
RP1-232P20.1			RP1-232P20.1	
RP1-234P15.4			RP1-234P15.4	
RP1-239B22.5			RP1-239B22.5	
RP1-23E21.2			RP1-23E21.2	
RP1-240B8.3			RP1-240B8.3	
RP1-240K6.3			RP1-240K6.3	
RP1-241P17.4			RP1-241P17.4	
RP1-241P17.7			RP1-241P17.7	
RP1-244F24.1			RP1-244F24.1	
RP1-245M18.2			RP1-245M18.2	
RP1-247F3.1			RP1-247F3.1	
RP1-249F5.3			RP1-249F5.3	
RP1-249H1.2			RP1-249H1.2	
RP1-249H1.3			RP1-249H1.3	
RP1-249I4.2			RP1-249I4.2	
RP1-251I12.1			RP1-251I12.1	
RP1-251M9.2			RP1-251M9.2	
RP1-251M9.3			RP1-251M9.3	
RP1-253B10.1			RP1-253B10.1	
RP1-253B10.2			RP1-253B10.2	
RP1-253P7.1			RP1-253P7.1	
RP1-253P7.4			RP1-253P7.4	
RP1-256G22.2			RP1-256G22.2	
RP1-257A15.1			RP1-257A15.1	
RP1-257A7.4			RP1-257A7.4	
RP1-257C22.2			RP1-257C22.2	
RP1-257I20.14			RP1-257I20.14	
RP1-257I9.2			RP1-257I9.2	
RP1-258N20.3			RP1-258N20.3	
RP1-261D10.1			RP1-261D10.1	
RP1-261D10.2			RP1-261D10.2	
RP1-261G23.4			RP1-261G23.4	
RP1-261G23.5			RP1-261G23.5	
RP1-263J7.2			RP1-263J7.2	
RP1-265C24.5			RP1-265C24.5	
RP1-265C24.8			RP1-265C24.8	
RP1-266L20.2			RP1-266L20.2	
RP1-266L20.4			RP1-266L20.4	
RP1-266L20.9			RP1-266L20.9	
RP1-267D11.6			RP1-267D11.6	
RP1-267L14.3			RP1-267L14.3	
RP1-269M15.3			RP1-269M15.3	
RP1-269O5.3			RP1-269O5.3	
RP1-272E8.1			RP1-272E8.1	
RP1-272E8.2			RP1-272E8.2	
RP1-272L16.1			RP1-272L16.1	
RP1-273G13.1			RP1-273G13.1	
RP1-273G13.2			RP1-273G13.2	
RP1-273G13.3			RP1-273G13.3	
RP1-273P12.1			RP1-273P12.1	
RP1-274L7.1			RP1-274L7.1	
RP1-274L7.4			RP1-274L7.4	
RP1-276E15.1			RP1-276E15.1	
RP1-276J11.2			RP1-276J11.2	
RP1-276N6.2			RP1-276N6.2	
RP1-278C19.8			RP1-278C19.8	
RP1-278E11.3			RP1-278E11.3	
RP1-278O22.1			RP1-278O22.1	
RP1-278O22.2			RP1-278O22.2	
RP1-27C22.1			RP1-27C22.1	
RP1-27K12.2			RP1-27K12.2	
RP1-27K12.4			RP1-27K12.4	
RP1-27O5.3			RP1-27O5.3	
RP1-281E18.1			RP1-281E18.1	
RP1-281H8.3			RP1-281H8.3	
RP1-283E3.4			RP1-283E3.4	
RP1-283E3.8			RP1-283E3.8	
RP1-283K11.2			RP1-283K11.2	
RP1-283K11.3			RP1-283K11.3	
RP1-286D6.5			RP1-286D6.5	
RP1-287H17.1			RP1-287H17.1	
RP1-288L1.4			RP1-288L1.4	
RP1-288L1.5			RP1-288L1.5	
RP1-288M22.1			RP1-288M22.1	
RP1-288M22.2			RP1-288M22.2	
RP1-28C20.1			RP1-28C20.1	
RP1-28O10.1			RP1-28O10.1	
RP1-28O17.1			RP1-28O17.1	
RP1-290I10.2			RP1-290I10.2	
RP1-290I10.3			RP1-290I10.3	
RP1-290I10.5			RP1-290I10.5	
RP1-290I10.7			RP1-290I10.7	
RP1-292B18.1			RP1-292B18.1	
RP1-292B18.3			RP1-292B18.3	
RP1-292B18.4			RP1-292B18.4	
RP1-292L20.3			RP1-292L20.3	
RP1-293L6.1			RP1-293L6.1	
RP1-293L8.2			RP1-293L8.2	
RP1-296G17.3			RP1-296G17.3	
RP1-297M16.2			RP1-297M16.2	
RP1-298M8.1			RP1-298M8.1	
RP1-29C18.10			RP1-29C18.10	
RP1-29C18.8			RP1-29C18.8	
RP1-29C18.9			RP1-29C18.9	
RP1-29G21.1			RP1-29G21.1	
RP1-300G12.2			RP1-300G12.2	
RP1-300I2.2			RP1-300I2.2	
RP1-301L19.1			RP1-301L19.1	
RP1-302D9.1			RP1-302D9.1	
RP1-302D9.3			RP1-302D9.3	
RP1-302D9.5			RP1-302D9.5	
RP1-302G2.5			RP1-302G2.5	
RP1-303A1.1			RP1-303A1.1	
RP1-305B16.3			RP1-305B16.3	
RP1-305G21.1			RP1-305G21.1	
RP1-309F20.3			RP1-309F20.3	
RP1-309F20.4			RP1-309F20.4	
RP1-309H15.2			RP1-309H15.2	
RP1-309I22.2			RP1-309I22.2	
RP1-309K20.6			RP1-309K20.6	
RP1-30E17.2			RP1-30E17.2	
RP1-30M3.6			RP1-30M3.6	
RP13-1016M1.2			RP13-1016M1.2	
RP13-1032I1.11			RP13-1032I1.11	
RP13-1032I1.7			RP13-1032I1.7	
RP13-1039J1.2			RP13-1039J1.2	
RP13-1039J1.4			RP13-1039J1.4	
RP13-104F24.1			RP13-104F24.1	
RP13-104F24.2			RP13-104F24.2	
RP13-104F24.3			RP13-104F24.3	
RP1-310O13.7			RP1-310O13.7	
RP13-122B23.8			RP13-122B23.8	
RP13-126C7.1			RP13-126C7.1	
RP13-126P21.2			RP13-126P21.2	
RP13-128O4.3			RP13-128O4.3	
RP13-131K19.1			RP13-131K19.1	
RP13-13A3.1			RP13-13A3.1	
RP1-313I6.12			RP1-313I6.12	
RP1-313L4.3			RP1-313L4.3	
RP1-313L4.4			RP1-313L4.4	
RP13-140E4.1			RP13-140E4.1	
RP13-143G15.4			RP13-143G15.4	
RP13-147D17.1			RP13-147D17.1	
RP13-147D17.2			RP13-147D17.2	
RP13-150K15.1			RP13-150K15.1	
RP13-152O15.5			RP13-152O15.5	
RP1-315G1.3			RP1-315G1.3	
RP13-15M17.1			RP13-15M17.1	
RP13-16H11.2			RP13-16H11.2	
RP13-16H11.7			RP13-16H11.7	
RP13-16H11.8			RP13-16H11.8	
RP1-317E23.3			RP1-317E23.3	
RP1-317E23.6			RP1-317E23.6	
RP13-188A5.1			RP13-188A5.1	
RP13-192B19.2			RP13-192B19.2	
RP1-319M7.2			RP1-319M7.2	
RP1-31B8.1			RP1-31B8.1	
RP13-20L14.1			RP13-20L14.1	
RP13-20L14.10			RP13-20L14.10	
RP13-20L14.4			RP13-20L14.4	
RP13-213K19.1			RP13-213K19.1	
RP13-225O21.2			RP13-225O21.2	
RP13-228J13.1			RP13-228J13.1	
RP13-228J13.6			RP13-228J13.6	
RP13-228J13.8			RP13-228J13.8	
RP13-235E23.1			RP13-235E23.1	
RP13-24G8.2			RP13-24G8.2	
RP13-254B10.1			RP13-254B10.1	
RP13-258O15.1			RP13-258O15.1	
RP13-266I11.1			RP13-266I11.1	
RP13-26D14.2			RP13-26D14.2	
RP13-270P17.1			RP13-270P17.1	
RP13-270P17.2			RP13-270P17.2	
RP13-270P17.3			RP13-270P17.3	
RP13-279N23.2			RP13-279N23.2	
RP13-297E16.4			RP13-297E16.4	
RP13-297E16.5			RP13-297E16.5	
RP1-32B1.4			RP1-32B1.4	
RP1-32I10.10			RP1-32I10.10	
RP13-30A9.1			RP13-30A9.1	
RP13-30A9.2			RP13-30A9.2	
RP13-313G19.2			RP13-313G19.2	
RP13-314C10.5			RP13-314C10.5	
RP13-329D4.3			RP13-329D4.3	
RP13-33H18.1			RP13-33H18.1	
RP13-346H10.2			RP13-346H10.2	
RP13-347D8.1			RP13-347D8.1	
RP13-347D8.7			RP13-347D8.7	
RP13-348B13.2			RP13-348B13.2	
RP13-349O20.2			RP13-349O20.2	
RP13-34L8.7			RP13-34L8.7	
RP13-359K18.1			RP13-359K18.1	
RP13-362E11.3			RP13-362E11.3	
RP13-36G14.4			RP13-36G14.4	
RP13-379L11.1			RP13-379L11.1	
RP13-379L11.2			RP13-379L11.2	
RP13-379L11.3			RP13-379L11.3	
RP13-379L11.4			RP13-379L11.4	
RP13-379O24.2			RP13-379O24.2	
RP13-379O24.3			RP13-379O24.3	
RP13-383K5.4			RP13-383K5.4	
RP13-392I16.1			RP13-392I16.1	
RP13-395E19.2			RP13-395E19.2	
RP13-395E19.3			RP13-395E19.3	
RP13-395E19.4			RP13-395E19.4	
RP13-39P12.2			RP13-39P12.2	
RP13-39P12.3			RP13-39P12.3	
RP13-401N8.1			RP13-401N8.1	
RP13-401N8.3			RP13-401N8.3	
RP13-401N8.6			RP13-401N8.6	
RP13-401N8.8			RP13-401N8.8	
RP13-415G19.2			RP13-415G19.2	
RP13-436F16.1			RP13-436F16.1	
RP13-43E11.1			RP13-43E11.1	
RP13-444H2.1			RP13-444H2.1	
RP13-444K19.1			RP13-444K19.1	
RP13-452N2.1			RP13-452N2.1	
RP13-455A7.1			RP13-455A7.1	
RP13-463N16.6			RP13-463N16.6	
RP13-465B17.4			RP13-465B17.4	
RP13-465B17.5			RP13-465B17.5	
RP13-467H17.1			RP13-467H17.1	
RP13-476E20.1			RP13-476E20.1	
RP13-487C10.1			RP13-487C10.1	
RP13-487P22.1			RP13-487P22.1	
RP13-488H8.1			RP13-488H8.1	
RP13-492C18.1			RP13-492C18.1	
RP13-492C18.2			RP13-492C18.2	
RP13-494C23.1			RP13-494C23.1	
RP13-497K6.1			RP13-497K6.1	
RP13-49I15.6			RP13-49I15.6	
RP1-34B20.19			RP1-34B20.19	
RP1-34B20.4			RP1-34B20.4	
RP1-34H18.1			RP1-34H18.1	
RP1-34L19.1			RP1-34L19.1	
RP1-34P24.3			RP1-34P24.3	
RP13-507P19.1			RP13-507P19.1	
RP13-507P19.2			RP13-507P19.2	
RP13-512J5.1			RP13-512J5.1	
RP13-516M14.1			RP13-516M14.1	
RP13-516M14.10			RP13-516M14.10	
RP13-516M14.2			RP13-516M14.2	
RP13-516M14.4			RP13-516M14.4	
RP13-516M14.8			RP13-516M14.8	
RP13-52K8.1			RP13-52K8.1	
RP13-539F13.2			RP13-539F13.2	
RP13-539F13.3			RP13-539F13.3	
RP13-539J13.1			RP13-539J13.1	
RP13-554M15.2			RP13-554M15.2	
RP13-554M15.5			RP13-554M15.5	
RP13-554M15.7			RP13-554M15.7	
RP13-554M15.8			RP13-554M15.8	
RP13-560N11.1			RP13-560N11.1	
RP13-565O16.2			RP13-565O16.2	
RP13-577H12.2			RP13-577H12.2	
RP13-578N3.3			RP13-578N3.3	
RP13-580B18.1			RP13-580B18.1	
RP13-580B18.2			RP13-580B18.2	
RP13-580B18.4			RP13-580B18.4	
RP13-580F15.2			RP13-580F15.2	
RP13-582O9.5			RP13-582O9.5	
RP13-582O9.7			RP13-582O9.7	
RP13-585F24.1			RP13-585F24.1	
RP1-35C21.1			RP1-35C21.1	
RP1-35C21.2			RP1-35C21.2	
RP13-608F4.5			RP13-608F4.5	
RP13-60M5.2			RP13-60M5.2	
RP13-60P5.2			RP13-60P5.2	
RP13-612N21.1			RP13-612N21.1	
RP13-614K11.2			RP13-614K11.2	
RP13-616I3.1			RP13-616I3.1	
RP13-631K18.2			RP13-631K18.2	
RP13-631K18.3			RP13-631K18.3	
RP13-631K18.5			RP13-631K18.5	
RP13-635I23.3			RP13-635I23.3	
RP13-638C3.2			RP13-638C3.2	
RP13-638C3.4			RP13-638C3.4	
RP13-638C3.5			RP13-638C3.5	
RP13-638C3.6			RP13-638C3.6	
RP13-643D4.1			RP13-643D4.1	
RP13-644M16.1			RP13-644M16.1	
RP13-644M16.2			RP13-644M16.2	
RP13-644M16.3			RP13-644M16.3	
RP13-644M16.4			RP13-644M16.4	
RP13-644M16.5			RP13-644M16.5	
RP13-650G11.1			RP13-650G11.1	
RP13-650J16.1			RP13-650J16.1	
RP13-653N12.1			RP13-653N12.1	
RP13-653N12.2			RP13-653N12.2	
RP13-672B3.2			RP13-672B3.2	
RP13-672B3.5			RP13-672B3.5	
RP13-685P2.7			RP13-685P2.7	
RP13-726E6.1			RP13-726E6.1	
RP13-726E6.2			RP13-726E6.2	
RP13-735L24.1			RP13-735L24.1	
RP13-753N3.1			RP13-753N3.1	
RP13-753N3.3			RP13-753N3.3	
RP13-75G22.1			RP13-75G22.1	
RP13-766D20.1			RP13-766D20.1	
RP13-766D20.2			RP13-766D20.2	
RP13-766D20.4			RP13-766D20.4	
RP13-77O11.11			RP13-77O11.11	
RP13-77O11.12			RP13-77O11.12	
RP13-77O11.8			RP13-77O11.8	
RP13-786C16.1			RP13-786C16.1	
RP1-37C10.3			RP1-37C10.3	
RP13-7D7.1			RP13-7D7.1	
RP1-37E16.12			RP1-37E16.12	
RP1-37J18.1			RP1-37J18.1	
RP1-37J18.2			RP1-37J18.2	
RP1-37M3.8			RP1-37M3.8	
RP1-37N7.1			RP1-37N7.1	
RP13-81N3.2			RP13-81N3.2	
RP13-820C6.2			RP13-820C6.2	
