ID	ORF	GenBank	CLONE_ID	SPOT_ID
CNIH3	CNIH3			
CNIH4	CNIH4			
CNKSR1	CNKSR1			
CNKSR2	CNKSR2			
CNKSR3	CNKSR3			
CNN1	CNN1			
CNN2	CNN2			
CNN2P1	CNN2P1			
CNN2P10	CNN2P10			
CNN2P11	CNN2P11			
CNN2P12	CNN2P12			
CNN2P6	CNN2P6			
CNN2P7	CNN2P7			
CNN2P8	CNN2P8			
CNN2P9	CNN2P9			
CNN3	CNN3			
CNN3P1	CNN3P1			
CNNM1	CNNM1			
CNNM2	CNNM2			
CNNM3	CNNM3			
CNNM4	CNNM4			
CNOT1	CNOT1			
CNOT10	CNOT10			
CNOT10-AS1	CNOT10-AS1			
CNOT11	CNOT11			
CNOT2	CNOT2			
CNOT3	CNOT3			
CNOT4	CNOT4			
CNOT4P1	CNOT4P1			
CNOT6	CNOT6			
CNOT6L	CNOT6L			
CNOT6LP1	CNOT6LP1			
CNOT7	CNOT7			
CNOT7P1	CNOT7P1			
CNOT7P2	CNOT7P2			
CNOT8	CNOT8			
CNP	CNP			
CNPPD1	CNPPD1			
CNPY1	CNPY1			
CNPY2	CNPY2			
CNPY3	CNPY3			
CNPY4	CNPY4			
CNR1	CNR1			
CNR2	CNR2			
CNRIP1	CNRIP1			
CNST	CNST			
CNTD1	CNTD1			
CNTD2	CNTD2			
CNTF	CNTF			
CNTFR	CNTFR			
CNTFR-AS1	CNTFR-AS1			
CNTLN	CNTLN			
CNTN1	CNTN1			
CNTN2	CNTN2			
CNTN3	CNTN3			
CNTN4	CNTN4			
CNTN4-AS1	CNTN4-AS1			
CNTN4-AS2	CNTN4-AS2			
CNTN5	CNTN5			
CNTN6	CNTN6			
CNTNAP1	CNTNAP1			
CNTNAP2	CNTNAP2			
CNTNAP3	CNTNAP3			
CNTNAP3B	CNTNAP3B			
CNTNAP4	CNTNAP4			
CNTNAP5	CNTNAP5			
CNTRL	CNTRL			
CNTROB	CNTROB			
COA1	COA1			
COA3	COA3			
COA4	COA4			
COA5	COA5			
COA6	COA6			
COA7	COA7			
COASY	COASY			
COBL	COBL			
COBLL1	COBLL1			
COCH	COCH			
COG1	COG1			
COG2	COG2			
COG3	COG3			
COG4	COG4			
COG5	COG5			
COG6	COG6			
COG7	COG7			
COG8	COG8			
COIL	COIL			
COL10A1	COL10A1			
COL11A1	COL11A1			
COL11A2	COL11A2			
COL11A2P1	COL11A2P1			
COL12A1	COL12A1			
COL13A1	COL13A1			
COL14A1	COL14A1			
COL15A1	COL15A1			
COL16A1	COL16A1			
COL17A1	COL17A1			
COL18A1	COL18A1			
COL18A1-AS1	COL18A1-AS1			
COL18A1-AS2	COL18A1-AS2			
COL19A1	COL19A1			
COL1A1	COL1A1			
COL1A2	COL1A2			
COL20A1	COL20A1			
COL21A1	COL21A1			
COL22A1	COL22A1			
COL23A1	COL23A1			
COL24A1	COL24A1			
COL25A1	COL25A1			
COL26A1	COL26A1			
COL27A1	COL27A1			
COL28A1	COL28A1			
COL2A1	COL2A1			
COL3A1	COL3A1			
COL4A1	COL4A1			
COL4A2	COL4A2			
COL4A2-AS1	COL4A2-AS1			
COL4A2-AS2	COL4A2-AS2			
COL4A3	COL4A3			
COL4A3BP	COL4A3BP			
COL4A4	COL4A4			
COL4A5	COL4A5			
COL4A6	COL4A6			
COL5A1	COL5A1			
COL5A1-AS1	COL5A1-AS1			
COL5A2	COL5A2			
COL5A3	COL5A3			
COL6A1	COL6A1			
COL6A2	COL6A2			
COL6A3	COL6A3			
COL6A4P1	COL6A4P1			
COL6A4P2	COL6A4P2			
COL6A5	COL6A5			
COL6A6	COL6A6			
COL7A1	COL7A1			
COL8A1	COL8A1			
COL8A2	COL8A2			
COL9A1	COL9A1			
COL9A2	COL9A2			
COL9A3	COL9A3			
COLCA1	COLCA1			
COLCA2	COLCA2			
COLEC10	COLEC10			
COLEC11	COLEC11			
COLEC12	COLEC12			
COLGALT1	COLGALT1			
COLGALT2	COLGALT2			
COLQ	COLQ			
COMMD1	COMMD1			
COMMD10	COMMD10			
COMMD2	COMMD2			
COMMD3	COMMD3			
COMMD3-BMI1	COMMD3-BMI1			
COMMD4	COMMD4			
COMMD5	COMMD5			
COMMD6	COMMD6			
COMMD7	COMMD7			
COMMD8	COMMD8			
COMMD9	COMMD9			
COMP	COMP			
COMT	COMT			
COMTD1	COMTD1			
COPA	COPA			
COPB1	COPB1			
COPB2	COPB2			
COPE	COPE			
COPG1	COPG1			
COPG2	COPG2			
COPRS	COPRS			
COPS2	COPS2			
COPS3	COPS3			
COPS4	COPS4			
COPS5	COPS5			
COPS5P1	COPS5P1			
COPS6	COPS6			
COPS7A	COPS7A			
COPS7B	COPS7B			
COPS8	COPS8			
COPS8P2	COPS8P2			
COPZ1	COPZ1			
COPZ2	COPZ2			
COQ10A	COQ10A			
COQ10B	COQ10B			
COQ10BP2	COQ10BP2			
COQ2	COQ2			
COQ3	COQ3			
COQ4	COQ4			
COQ5	COQ5			
COQ6	COQ6			
COQ7	COQ7			
COQ9	COQ9			
CORIN	CORIN			
CORO1A	CORO1A			
CORO1B	CORO1B			
CORO1C	CORO1C			
CORO2A	CORO2A			
CORO2B	CORO2B			
CORO6	CORO6			
CORO7	CORO7			
CORO7-PAM16	CORO7-PAM16			
CORT	CORT			
COTL1	COTL1			
COTL1P1	COTL1P1			
COTL1P2	COTL1P2			
COX10	COX10			
COX10-AS1	COX10-AS1			
COX11	COX11			
COX11P1	COX11P1			
COX14	COX14			
COX15	COX15			
COX16	COX16			
COX17	COX17			
COX17P1	COX17P1			
COX18	COX18			
COX19	COX19			
COX20	COX20			
COX20P2	COX20P2			
COX4I1	COX4I1			
COX4I1P1	COX4I1P1			
COX4I1P2	COX4I1P2			
COX4I2	COX4I2			
COX5A	COX5A			
COX5AP2	COX5AP2			
COX5B	COX5B			
COX5BP1	COX5BP1			
COX5BP2	COX5BP2			
COX5BP3	COX5BP3			
COX5BP6	COX5BP6			
COX5BP8	COX5BP8			
COX6A1	COX6A1			
COX6A1P2	COX6A1P2			
COX6A1P3	COX6A1P3			
COX6A2	COX6A2			
COX6B1	COX6B1			
COX6B1P1	COX6B1P1			
COX6B1P2	COX6B1P2			
COX6B1P3	COX6B1P3			
COX6B1P4	COX6B1P4			
COX6B1P7	COX6B1P7			
COX6B2	COX6B2			
COX6C	COX6C			
COX6CP1	COX6CP1			
COX6CP11	COX6CP11			
COX6CP18	COX6CP18			
COX6CP2	COX6CP2			
COX6CP3	COX6CP3			
COX6CP4	COX6CP4			
COX6CP6	COX6CP6			
COX6CP7	COX6CP7			
COX6CP8	COX6CP8			
COX7A1	COX7A1			
COX7A2	COX7A2			
COX7A2L	COX7A2L			
COX7A2P1	COX7A2P1			
COX7A2P2	COX7A2P2			
COX7B	COX7B			
COX7B2	COX7B2			
COX7BP2	COX7BP2			
COX7C	COX7C			
COX8A	COX8A			
COX8C	COX8C			
CP	CP			
CPA1	CPA1			
CPA2	CPA2			
CPA3	CPA3			
CPA4	CPA4			
CPA5	CPA5			
CPA6	CPA6			
CPAMD8	CPAMD8			
CPB1	CPB1			
CPB2	CPB2			
CPB2-AS1	CPB2-AS1			
CPD	CPD			
CPE	CPE			
CPEB1	CPEB1			
CPEB1-AS1	CPEB1-AS1			
CPEB2	CPEB2			
CPEB2-AS1	CPEB2-AS1			
CPEB3	CPEB3			
CPEB4	CPEB4			
CPED1	CPED1			
CPHL1P	CPHL1P			
CPLX1	CPLX1			
CPLX2	CPLX2			
CPLX3	CPLX3			
CPLX4	CPLX4			
CPM	CPM			
CPN1	CPN1			
CPN2	CPN2			
CPNE1	CPNE1			
CPNE2	CPNE2			
CPNE3	CPNE3			
CPNE4	CPNE4			
CPNE5	CPNE5			
CPNE6	CPNE6			
CPNE7	CPNE7			
CPNE8	CPNE8			
CPNE9	CPNE9			
CPO	CPO			
CPOX	CPOX			
CPPED1	CPPED1			
CPQ	CPQ			
CPS1	CPS1			
CPS1-IT1	CPS1-IT1			
CPSF1	CPSF1			
CPSF1P1	CPSF1P1			
CPSF2	CPSF2			
CPSF3	CPSF3			
CPSF3L	CPSF3L			
CPSF4	CPSF4			
CPSF4L	CPSF4L			
CPSF6	CPSF6			
CPSF7	CPSF7			
CPT1A	CPT1A			
CPT1B	CPT1B			
CPT1C	CPT1C			
CPT2	CPT2			
CPTP	CPTP			
CPVL	CPVL			
CPXCR1	CPXCR1			
CPXM1	CPXM1			
CPXM2	CPXM2			
CPZ	CPZ			
CR1	CR1			
CR1L	CR1L			
CR2	CR2			
CR848007.5				CR848007.5
CRABP1	CRABP1			
CRABP2	CRABP2			
CRACR2A	CRACR2A			
CRACR2B	CRACR2B			
CRADD	CRADD			
CRAMP1L	CRAMP1L			
CRAT	CRAT			
CRB1	CRB1			
CRB2	CRB2			
CRB3	CRB3			
CRBN	CRBN			
CRCP	CRCP			
CRCT1	CRCT1			
CREB1	CREB1			
CREB3	CREB3			
CREB3L1	CREB3L1			
CREB3L2	CREB3L2			
CREB3L3	CREB3L3			
CREB3L4	CREB3L4			
CREB5	CREB5			
CREBBP	CREBBP			
CREBL2	CREBL2			
CREBRF	CREBRF			
CREBZF	CREBZF			
CREG1	CREG1			
CREG2	CREG2			
CRELD1	CRELD1			
CRELD2	CRELD2			
CREM	CREM			
CRH	CRH			
CRHBP	CRHBP			
CRHR1	CRHR1			
CRHR1-IT1	CRHR1-IT1			
CRHR2	CRHR2			
CRIM1	CRIM1			
CRIP1	CRIP1			
CRIP1P2	CRIP1P2			
CRIP1P4	CRIP1P4			
CRIP2	CRIP2			
CRIP3	CRIP3			
CRIPAK	CRIPAK			
CRIPT	CRIPT			
CRISP1	CRISP1			
CRISP2	CRISP2			
CRISP3	CRISP3			
CRISPLD1	CRISPLD1			
CRISPLD2	CRISPLD2			
CRK	CRK			
CRKL	CRKL			
CRLF1	CRLF1			
CRLF2	CRLF2			
CRLF3	CRLF3			
CRLS1	CRLS1			
CRMP1	CRMP1			
CRNDE	CRNDE			
CRNKL1	CRNKL1			
CRNN	CRNN			
CROCC	CROCC			
CROCCP1	CROCCP1			
CROCCP2	CROCCP2			
CROCCP3	CROCCP3			
CROCCP5	CROCCP5			
CROT	CROT			
CRP	CRP			
CRPP1	CRPP1			
CRTAC1	CRTAC1			
CRTAM	CRTAM			
CRTAP	CRTAP			
CRTC1	CRTC1			
CRTC2	CRTC2			
CRTC3	CRTC3			
CRTC3-AS1	CRTC3-AS1			
CRX	CRX			
CRY1	CRY1			
CRY2	CRY2			
CRYAA	CRYAA			
CRYAB	CRYAB			
CRYBA1	CRYBA1			
CRYBA2	CRYBA2			
CRYBA4	CRYBA4			
CRYBB1	CRYBB1			
CRYBB2	CRYBB2			
CRYBB2P1	CRYBB2P1			
CRYBB3	CRYBB3			
CRYBG3	CRYBG3			
CRYGA	CRYGA			
CRYGB	CRYGB			
CRYGC	CRYGC			
CRYGD	CRYGD			
CRYGEP	CRYGEP			
CRYGFP	CRYGFP			
CRYGGP	CRYGGP			
CRYGN	CRYGN			
CRYGS	CRYGS			
CRYL1	CRYL1			
CRYM	CRYM			
CRYM-AS1	CRYM-AS1			
CRYZ	CRYZ			
CRYZL1	CRYZL1			
CRYZP2	CRYZP2			
CS	CS			
CSAD	CSAD			
CSAG1	CSAG1			
CSAG2	CSAG2			
CSAG3	CSAG3			
CSAG4	CSAG4			
CSDAP1	CSDAP1			
CSDC2	CSDC2			
CSDE1	CSDE1			
CSE1L	CSE1L			
CSE1L-AS1	CSE1L-AS1			
CSF1	CSF1			
CSF1R	CSF1R			
CSF2	CSF2			
CSF2RB	CSF2RB			
CSF2RBP1	CSF2RBP1			
CSF3	CSF3			
CSF3R	CSF3R			
CSGALNACT1	CSGALNACT1			
CSGALNACT2	CSGALNACT2			
CSH1	CSH1			
CSH2	CSH2			
CSHL1	CSHL1			
CSK	CSK			
CSMD1	CSMD1			
CSMD2	CSMD2			
CSMD2-AS1	CSMD2-AS1			
CSMD3	CSMD3			
CSN1S1	CSN1S1			
CSN1S2AP	CSN1S2AP			
CSN2	CSN2			
CSN3	CSN3			
CSNK1A1	CSNK1A1			
CSNK1A1L	CSNK1A1L			
CSNK1A1P1	CSNK1A1P1			
CSNK1D	CSNK1D			
CSNK1E	CSNK1E			
CSNK1G1	CSNK1G1			
CSNK1G2	CSNK1G2			
CSNK1G2-AS1	CSNK1G2-AS1			
CSNK1G2P1	CSNK1G2P1			
CSNK1G3	CSNK1G3			
CSNK2A1	CSNK2A1			
CSNK2A2	CSNK2A2			
CSNK2A3	CSNK2A3			
CSNK2B	CSNK2B			
CSNK2B-LY6G5B-562				CSNK2B-LY6G5B-562
CSPG4	CSPG4			
CSPG4P11	CSPG4P11			
CSPG4P12	CSPG4P12			
CSPG4P13	CSPG4P13			
CSPG4P2Y	CSPG4P2Y			
CSPG4P3Y	CSPG4P3Y			
CSPG4P5	CSPG4P5			
CSPG4P8	CSPG4P8			
CSPG5	CSPG5			
CSPP1	CSPP1			
CSRNP1	CSRNP1			
CSRNP2	CSRNP2			
CSRNP3	CSRNP3			
CSRP1	CSRP1			
CSRP2	CSRP2			
CSRP2BP	CSRP2BP			
CSRP3	CSRP3			
CST1	CST1			
CST11	CST11			
CST12P	CST12P			
CST13P	CST13P			
CST2	CST2			
CST2P1	CST2P1			
CST3	CST3			
CST4	CST4			
CST5	CST5			
CST6	CST6			
CST7	CST7			
CST8	CST8			
CST9	CST9			
CST9L	CST9L			
CST9LP1	CST9LP1			
CSTA	CSTA			
CSTB	CSTB			
CSTF1	CSTF1			
CSTF2	CSTF2			
CSTF2T	CSTF2T			
CSTF3	CSTF3			
CSTF3-AS1	CSTF3-AS1			
CSTL1	CSTL1			
CSTP1	CSTP1			
CT45A10	CT45A10			
CT45A11P	CT45A11P			
CT45A2	CT45A2			
CT45A3	CT45A3			
CT45A5	CT45A5			
CT47A12	CT47A12			
CT47A6	CT47A6			
CT47B1	CT47B1			
CT55	CT55			
CT62	CT62			
CT83	CT83			
CTA-109P11.1			CTA-109P11.1	
CTA-113A6.1			CTA-113A6.1	
CTA-125H2.2			CTA-125H2.2	
CTA-150C2.13			CTA-150C2.13	
CTA-204B4.2			CTA-204B4.2	
CTA-212A2.1			CTA-212A2.1	
CTA-212A2.3			CTA-212A2.3	
CTA-212D2.2			CTA-212D2.2	
CTA-215D11.4			CTA-215D11.4	
CTA-221G9.10			CTA-221G9.10	
CTA-221G9.12			CTA-221G9.12	
CTA-221G9.7			CTA-221G9.7	
CTA-223H9.9			CTA-223H9.9	
CTA-228A9.3			CTA-228A9.3	
CTA-242H14.1			CTA-242H14.1	
CTA-243E7.1			CTA-243E7.1	
CTA-243E7.2			CTA-243E7.2	
CTA-246H3.11			CTA-246H3.11	
CTA-246H3.12			CTA-246H3.12	
CTA-246H3.8			CTA-246H3.8	
CTA-250D10.19			CTA-250D10.19	
CTA-253N17.1			CTA-253N17.1	
CTA-254O6.1			CTA-254O6.1	
CTA-256D12.11			CTA-256D12.11	
CTA-268H5.12			CTA-268H5.12	
CTA-268H5.14			CTA-268H5.14	
CTA-268H5.9			CTA-268H5.9	
CTA-276F8.1			CTA-276F8.1	
CTA-276F8.2			CTA-276F8.2	
CTA-276O3.4			CTA-276O3.4	
CTA-280A3.2			CTA-280A3.2	
CTA-280A3__B.2			CTA-280A3__B.2	
CTA-292E10.6			CTA-292E10.6	
CTA-292E10.7			CTA-292E10.7	
CTA-292E10.8			CTA-292E10.8	
CTA-292E10.9			CTA-292E10.9	
CTA-293F17.1			CTA-293F17.1	
CTA-299D3.8			CTA-299D3.8	
CTA-29F11.1			CTA-29F11.1	
CTA-313A17.2			CTA-313A17.2	
CTA-313A17.3			CTA-313A17.3	
CTA-313A17.5			CTA-313A17.5	
CTA-31J9.2			CTA-31J9.2	
CTA-326K9.1			CTA-326K9.1	
CTA-331F8.1			CTA-331F8.1	
CTA-331P3.1			CTA-331P3.1	
CTA-342B11.1			CTA-342B11.1	
CTA-351J1.1			CTA-351J1.1	
CTA-360L10.1			CTA-360L10.1	
CTA-363E19.2			CTA-363E19.2	
CTA-363E6.1			CTA-363E6.1	
CTA-363E6.2			CTA-363E6.2	
CTA-363E6.3			CTA-363E6.3	
CTA-363E6.5			CTA-363E6.5	
CTA-363E6.6			CTA-363E6.6	
CTA-363E6.7			CTA-363E6.7	
CTA-369K23.1			CTA-369K23.1	
CTA-373H7.7			CTA-373H7.7	
CTA-384D8.33			CTA-384D8.33	
CTA-384D8.34			CTA-384D8.34	
CTA-384D8.35			CTA-384D8.35	
CTA-38K21.2			CTA-38K21.2	
CTA-38K21.3			CTA-38K21.3	
CTA-38K21.4			CTA-38K21.4	
CTA-38K21.5			CTA-38K21.5	
CTA-390C10.10			CTA-390C10.10	
CTA-390C10.9			CTA-390C10.9	
CTA-392C11.1			CTA-392C11.1	
CTA-392C11.2			CTA-392C11.2	
CTA-392E5.1			CTA-392E5.1	
CTA-397C4.2			CTA-397C4.2	
CTA-397H3.3			CTA-397H3.3	
CTA-398F10.1			CTA-398F10.1	
CTA-398F10.2			CTA-398F10.2	
CTA-407F11.8			CTA-407F11.8	
CTA-414D7.1			CTA-414D7.1	
CTA-440B3.1			CTA-440B3.1	
CTA-444M12.3			CTA-444M12.3	
CTA-445C9.14			CTA-445C9.14	
CTA-481E9.3			CTA-481E9.3	
CTA-503F6.2			CTA-503F6.2	
CTA-544A11.1			CTA-544A11.1	
CTA-714B7.4			CTA-714B7.4	
CTA-714B7.7			CTA-714B7.7	
CTA-732E4.1			CTA-732E4.1	
CTA-796E4.3			CTA-796E4.3	
CTA-796E4.4			CTA-796E4.4	
CTA-796E4.5			CTA-796E4.5	
CTA-797E19.1			CTA-797E19.1	
CTA-797E19.2			CTA-797E19.2	
CTA-833B7.2			CTA-833B7.2	
CTA-85E5.6			CTA-85E5.6	
CTA-85E5.7			CTA-85E5.7	
CTA-929C8.5			CTA-929C8.5	
CTA-929C8.6			CTA-929C8.6	
CTA-929C8.7			CTA-929C8.7	
CTA-929C8.9			CTA-929C8.9	
CTA-941F9.10			CTA-941F9.10	
CTA-941F9.9			CTA-941F9.9	
CTA-963H5.5			CTA-963H5.5	
CTA-972D3.2			CTA-972D3.2	
CTA-984G1.5			CTA-984G1.5	
CTA-992D9.11			CTA-992D9.11	
CTA-992D9.6			CTA-992D9.6	
CTA-992D9.7			CTA-992D9.7	
CTAG1B	CTAG1B			
CTAG2	CTAG2			
CTAGE1	CTAGE1			
CTAGE11P	CTAGE11P			
CTAGE12P	CTAGE12P			
CTAGE13P	CTAGE13P			
CTAGE14P	CTAGE14P			
CTAGE16P	CTAGE16P			
CTAGE3P	CTAGE3P			
CTAGE5	CTAGE5			
CTAGE6	CTAGE6			
CTAGE7P	CTAGE7P			
CTAGE9	CTAGE9			
CTB-102L5.4			CTB-102L5.4	
CTB-102L5.7			CTB-102L5.7	
CTB-102L5.8			CTB-102L5.8	
CTB-1048E9.7			CTB-1048E9.7	
CTB-105L4.2			CTB-105L4.2	
CTB-105N12.2			CTB-105N12.2	
CTB-107G13.1			CTB-107G13.1	
CTB-108O6.2			CTB-108O6.2	
CTB-109A12.1			CTB-109A12.1	
CTB-10G5.1			CTB-10G5.1	
CTB-111F10.1			CTB-111F10.1	
CTB-111H14.1			CTB-111H14.1	
CTB-113D17.1			CTB-113D17.1	
CTB-113I20.2			CTB-113I20.2	
CTB-113P19.1			CTB-113P19.1	
CTB-113P19.3			CTB-113P19.3	
CTB-113P19.4			CTB-113P19.4	
CTB-113P19.5			CTB-113P19.5	
CTB-1144G6.5			CTB-1144G6.5	
CTB-1144G6.6			CTB-1144G6.6	
CTB-114C7.4			CTB-114C7.4	
CTB-118N6.2			CTB-118N6.2	
CTB-118P15.3			CTB-118P15.3	
CTB-119C2.1			CTB-119C2.1	
CTB-11I22.1			CTB-11I22.1	
CTB-120L21.1			CTB-120L21.1	
CTB-127C13.1			CTB-127C13.1	
CTB-129O4.1			CTB-129O4.1	
CTB-129P6.4			CTB-129P6.4	
CTB-129P6.7			CTB-129P6.7	
CTB-12A17.2			CTB-12A17.2	
CTB-12A17.3			CTB-12A17.3	
CTB-12O2.1			CTB-12O2.1	
CTB-131B5.5			CTB-131B5.5	
CTB-131K11.1			CTB-131K11.1	
CTB-133G6.1			CTB-133G6.1	
CTB-134F13.1			CTB-134F13.1	
CTB-134H23.3			CTB-134H23.3	
CTB-138E5.1			CTB-138E5.1	
CTB-13F3.1			CTB-13F3.1	
CTB-13L3.1			CTB-13L3.1	
CTB-140J7.2			CTB-140J7.2	
CTB-147C22.3			CTB-147C22.3	
CTB-147C22.8			CTB-147C22.8	
CTB-147N14.6			CTB-147N14.6	
CTB-147N14.7			CTB-147N14.7	
CTB-14A14.1			CTB-14A14.1	
CTB-14A14.2			CTB-14A14.2	
CTB-152G17.4			CTB-152G17.4	
CTB-152G17.5			CTB-152G17.5	
CTB-152G17.6			CTB-152G17.6	
CTB-158D10.3			CTB-158D10.3	
CTB-158E9.1			CTB-158E9.1	
CTB-158E9.2			CTB-158E9.2	
CTB-161M19.1			CTB-161M19.1	
CTB-161M19.2			CTB-161M19.2	
CTB-161M19.4			CTB-161M19.4	
CTB-162E12.1			CTB-162E12.1	
CTB-164L20.1			CTB-164L20.1	
CTB-164N12.1			CTB-164N12.1	
CTB-167G5.3			CTB-167G5.3	
CTB-167G5.6			CTB-167G5.6	
CTB-171A8.1			CTB-171A8.1	
CTB-174D11.1			CTB-174D11.1	
CTB-174D11.2			CTB-174D11.2	
CTB-174D11.3			CTB-174D11.3	
CTB-175E5.7			CTB-175E5.7	
CTB-176F20.3			CTB-176F20.3	
CTB-178M22.1			CTB-178M22.1	
CTB-178M22.2			CTB-178M22.2	
CTB-179K24.3			CTB-179K24.3	
CTB-17P3.4			CTB-17P3.4	
CTB-180A7.8			CTB-180A7.8	
CTB-181F24.1			CTB-181F24.1	
CTB-181H17.1			CTB-181H17.1	
CTB-184G21.3			CTB-184G21.3	
CTB-186G2.1			CTB-186G2.1	
CTB-186H2.2			CTB-186H2.2	
CTB-186H2.3			CTB-186H2.3	
CTB-187L3.1			CTB-187L3.1	
CTB-187M2.1			CTB-187M2.1	
CTB-187M2.2			CTB-187M2.2	
CTB-189B5.3			CTB-189B5.3	
CTB-191D16.1			CTB-191D16.1	
CTB-193M12.1			CTB-193M12.1	
CTB-193M12.3			CTB-193M12.3	
CTB-193M12.4			CTB-193M12.4	
CTB-193M12.5			CTB-193M12.5	
CTB-1H10.1			CTB-1H10.1	
CTB-1I21.2			CTB-1I21.2	
CTB-20D2.1			CTB-20D2.1	
CTB-22K21.2			CTB-22K21.2	
CTB-23I7.1			CTB-23I7.1	
CTB-23I7.2			CTB-23I7.2	
CTB-23I7.3			CTB-23I7.3	
CTB-25B13.9			CTB-25B13.9	
CTB-25J19.1			CTB-25J19.1	
CTB-26E19.1			CTB-26E19.1	
CTB-31C7.3			CTB-31C7.3	
CTB-31N19.2			CTB-31N19.2	
CTB-31N19.3			CTB-31N19.3	
CTB-31N19.4			CTB-31N19.4	
CTB-31N19.5			CTB-31N19.5	
CTB-31O20.2			CTB-31O20.2	
CTB-31O20.4			CTB-31O20.4	
CTB-32H22.1			CTB-32H22.1	
CTB-32O4.2			CTB-32O4.2	
CTB-32O4.3			CTB-32O4.3	
CTB-32O4.4			CTB-32O4.4	
CTB-32P11.1			CTB-32P11.1	
CTB-33G10.1			CTB-33G10.1	
CTB-33O18.2			CTB-33O18.2	
CTB-33O18.3			CTB-33O18.3	
CTB-35F21.1			CTB-35F21.1	
CTB-35F21.2			CTB-35F21.2	
CTB-35F21.3			CTB-35F21.3	
CTB-35F21.5			CTB-35F21.5	
CTB-36H16.2			CTB-36H16.2	
CTB-36O1.4			CTB-36O1.4	
CTB-36O1.7			CTB-36O1.7	
CTB-37A13.1			CTB-37A13.1	
CTB-39G8.2			CTB-39G8.2	
CTB-39G8.3			CTB-39G8.3	
CTB-3M24.1			CTB-3M24.1	
CTB-3M24.2			CTB-3M24.2	
CTB-40H15.4			CTB-40H15.4	
CTB-41I6.1			CTB-41I6.1	
CTB-41I6.2			CTB-41I6.2	
CTB-43E15.1			CTB-43E15.1	
CTB-43E15.2			CTB-43E15.2	
CTB-46B19.1			CTB-46B19.1	
CTB-46B19.2			CTB-46B19.2	
CTB-47B11.1			CTB-47B11.1	
CTB-47B8.1			CTB-47B8.1	
CTB-47B8.4			CTB-47B8.4	
CTB-47B8.5			CTB-47B8.5	
CTB-49A3.1			CTB-49A3.1	
CTB-49A3.4			CTB-49A3.4	
CTB-49A3.5			CTB-49A3.5	
CTB-4E7.1			CTB-4E7.1	
CTB-50E14.5			CTB-50E14.5	
CTB-50L17.14			CTB-50L17.14	
CTB-50L17.16			CTB-50L17.16	
CTB-50L17.2			CTB-50L17.2	
CTB-50L17.8			CTB-50L17.8	
CTB-50L17.9			CTB-50L17.9	
CTB-51E13.1			CTB-51E13.1	
CTB-51J22.1			CTB-51J22.1	
CTB-52I2.3			CTB-52I2.3	
CTB-52I2.4			CTB-52I2.4	
CTB-54I1.1			CTB-54I1.1	
CTB-54O9.9			CTB-54O9.9	
CTB-55B8.1			CTB-55B8.1	
CTB-55O6.12			CTB-55O6.12	
CTB-55O6.8			CTB-55O6.8	
CTB-55P19.1			CTB-55P19.1	
CTB-57H20.1			CTB-57H20.1	
CTB-58E17.1			CTB-58E17.1	
CTB-58E17.3			CTB-58E17.3	
CTB-58E17.5			CTB-58E17.5	
CTB-60B18.10			CTB-60B18.10	
CTB-60B18.12			CTB-60B18.12	
CTB-60B18.15			CTB-60B18.15	
CTB-60B18.17			CTB-60B18.17	
CTB-60B18.6			CTB-60B18.6	
CTB-60E11.11			CTB-60E11.11	
CTB-60E11.12			CTB-60E11.12	
CTB-61M7.1			CTB-61M7.1	
CTB-61M7.2			CTB-61M7.2	
CTB-63M22.1			CTB-63M22.1	
CTB-66B24.1			CTB-66B24.1	
CTB-70D19.1			CTB-70D19.1	
CTB-73N10.1			CTB-73N10.1	
CTB-75G16.1			CTB-75G16.1	
CTB-75G16.3			CTB-75G16.3	
CTB-77H17.1			CTB-77H17.1	
CTB-78F1.1			CTB-78F1.1	
CTB-78O21.1			CTB-78O21.1	
CTB-79E8.3			CTB-79E8.3	
CTB-79E8.4			CTB-79E8.4	
CTB-85P21.1			CTB-85P21.1	
CTB-88F18.2			CTB-88F18.2	
CTB-88F18.3			CTB-88F18.3	
CTB-89H12.4			CTB-89H12.4	
CTB-91J4.1			CTB-91J4.1	
CTB-92J24.2			CTB-92J24.2	
CTB-92J24.3			CTB-92J24.3	
CTB-95B16.1			CTB-95B16.1	
CTB-95D12.1			CTB-95D12.1	
CTB-96E2.2			CTB-96E2.2	
CTB-96E2.3			CTB-96E2.3	
CTB-99A3.1			CTB-99A3.1	
CTBP1	CTBP1			
CTBP1-AS	CTBP1-AS			
CTBP1-AS2	CTBP1-AS2			
CTBP2	CTBP2			
CTBP2P1	CTBP2P1			
CTBP2P2	CTBP2P2			
CTBP2P3	CTBP2P3			
CTBP2P4	CTBP2P4			
CTBP2P5	CTBP2P5			
CTBP2P6	CTBP2P6			
CTBP2P7	CTBP2P7			
CTBP2P8	CTBP2P8			
CTBS	CTBS			
CTC1	CTC1			
CTC-1337H24.3			CTC-1337H24.3	
CTC-1337H24.4			CTC-1337H24.4	
CTC-137K3.1			CTC-137K3.1	
CTC-203F4.2			CTC-203F4.2	
CTC-204F22.1			CTC-204F22.1	
CTC-205M6.1			CTC-205M6.1	
CTC-205M6.5			CTC-205M6.5	
CTC-207P7.1			CTC-207P7.1	
CTC-218H9.1			CTC-218H9.1	
CTC-228N24.2			CTC-228N24.2	
CTC-231O11.1			CTC-231O11.1	
CTC-232H10.1			CTC-232H10.1	
